@relation document_classify
@attribute class {technology, education, healthy}
@attribute keyword string
@data
education,'buông_lơi, cha_anh, chia_xẻ, chínhs, chứa_chan, dân_quân, halloween, hoá_trang, khai_quốc_công_thần, khoa_lịch, lão_tướng, ma_quỉ, phấn_khích, phẫn_nộ, sọan_thảo, thể_thức, trang_phục, tướng_lĩnh, tồn_sinh, xúc_cảm'
education,'1/6/1955, 29q/m, chùa, căn_dặn, cố_đô, gò_ép, khai_trường, khải_hoàn_môn, la_mã, lí_luận, nghiêm_đình_vỳ, nhồi_sọ, ném, phong_tục, quá_khứ, quốc_kỳ, thiếu_nhi, tháp_epphen, toàn_thể, trong_dự'
education,'ban_tặng, báo_lao, c_toán, chuyên_ban, chuyên_môn_hóa, chế_tạo_máy, công_đoạn, cương_tỏa, cưỡi_ngựa_xem_hoa, cảnh_cáo, cấp_bộ, cắt_nghĩa, cổ_nhân, english_basic, gom, hoàng_chính_tâm, kham, kiêu_hãnh, kiềm_tỏa, lượm_lặt'
education,'bảo_dưỡng, duy_tu, khai_phóng, magna_charta_universitatum_bologna, nên_chăng, phương_tiện_thông_tin_đại_chúng, thu_hồi, trói_buộc, trường_sở, tài_phụ, tạo_lập, vũ_anh_linh_duy, vủa, xương_sống, ứngnhu, công_xã, pháp_quyền, thủ_tướng_phủ, trụ_cột, tại_việt_nam'
healthy,'acetaminophen, amoxiclillin, augmentin, azithromycin, british_dental_journal, colorado, ho_khan, ibuprofen, jeffrey_linder, jenkins, khó_chịu, linder, methicillin, mrsa, mưng, mấu_chốt, penicillin, penn, rạch, thomas_sollecito'
healthy,'bình_bát, bí_đao, capsaici, capsaicin, glucan, inalpha, lycopene, lấp, phytochemicals, socola, trường_cao, lanh, linolenic, metabolism, tiềm_năng, táo_táo, tương_ớt, yến_mạch, đẳng, bí_ngô'
healthy,'albany, biphenyls, cancer_epidemiology, caramel, cọ, david_carpenter, diacetyl, dần, ewg, màng_tế_bào, mặt_hàng, nông_sản, pcbs, perfluorooctanoic, pfoa, polychlorinated, quan_ngại, splenda, sucralose, sản_lượng'
healthy,'botox, bóc, bút, bút_chì, dọn, gãi, gò_má, len_lỏi, mút, nghiến, ngoại_lệ, nhay, nảy_nở, nặn, siết, sorbitol, thuốc_men, thổi, thổi_phồng, tmj'
healthy,'chứng_thực, cân_bằng, khủng_khiếp, tỉnh_giấc, buồn_ngủ, báo_hiệu, clonazepam, co_kéo, cường_giáp, cửa_sổ, graves, hệ_quả, nửa_đêm, phỏng_vấn, rem, restless_legs_syndrome, sút_cân, thuyên_giảm, đi_tiểu, đồng_hồ_báo_thức'
healthy,'asean, bình_ổn, diễn_giả, foods, functional, genistein, hoàng_khánh_toàn, hàng_xách, hành_xử, hóa_dược, hồ_sơ, ific, ilsi, international_life_science_institute, isoflavone, khái_niệm, khắùc, kiểm_định, luật_định, lê_thiện_anh_tuấn'
healthy,'adenosine, giải_nhiệt, gõ, nhâm_nhi, taurine, từ_bỏ, viết_tay, xử_lí, cafein, củng_cố, phân_tử, phù_nề, triclosan, tận_dụng, xói_mòn, bánh_quy, bộ_nhớ, carbohydrates, gợi_ý, sinh_lực'
healthy,'canada, chống_chọi, cây_trồng, dấy, hiểu_biết, khảo_nghiệm, lai_tạo, lê_huy_hàm, nguyễn_lân_dũng, phòng_thí_nghiệm, phản_đối, sinh_thái, thuật_ngữ, tôn_giáo, viện_hàn, đbscl, công_nghệ_sinh_học, cấy_ghép, dư_luận, gmo'
healthy,'clinical, clinical_endocrinology, d_uv, experimental, hàng_hàng, hòa_nhịp, ngồi_các, quanh_quẩn, qun, say_sưa, tai_nghe, thính_giác, tỷ_lệ_phần_trăm, archives, báo_động, chiếu, cắm, giải_trí, internal_medicine, lẽ'
healthy,'bánh_rán, danh_tiếng, dưa_đỏ, gà_tây, hủy_diệt, kẹo_mặc, phân_định, siro, thăn, đều, gạn, hy_lạp, hệ_quả, low, tinh_chế, đóng_gói, ốp, bánh_kẹo, bánh_quy, carbohydrates'
healthy,'aspirin_đôi, atisô, bênh, băm, d_điều, ly/ngày, phút/ngày, phẩn, polyp, động_mạch_vành, canxi_vitamin, tráng_miệng, nam_nữ, nhấm_nháp, rau_sống, trực_tràng, tép, vỉ, aspirin, đặn'
healthy,'b7, chói, chạy_đua, crisco, cấp_độ, gàu, không_khí, kinh_hoàng, lactic, lanolin, môi_gió, mắt_gió, mặt_nạ, mặt_vào, mẹo, ngắt_quãng, nhúng, nứt_nẻ, rau_thơm, ráp'
healthy,'1h30, 6-12, chiều_tối, clb, cotton, giứ, kaki, may_ô, múi, ngày/tuần, phunudep, quần_lót, quần_đùi, salonpas, sịp, thi_đấu, thứ_tự, trợn, tuỳ, vai_u_thịt_bắp'
healthy,'bastyr, bastyr_kenmore, bảo_tàng, bộ_dạng, bởi_clay, clay, cầu_thang, diedra, hẹn, jama, kè_kè, leonard, london, máy_ảnh, nhà_nghiên_cứu, nhắn, phá_hoại, psychiatry, psychological_science, psyd'
healthy,'bunions, bunionsb, bóng_chuyền, c_e, chân_hàng, hammertoes, histamine, hiếu_khí, hiệu_ứng, lotion, louisiana, lí_tưởng, ngón_cái, nhảy_múa, những_bất, những_có, những_hoạt, những_hãy, những_đo, nẹp'
healthy,'choline, cá_kiếm, cá_kình, cá_mập, cấu_tạo, folate, quinoa, thụy_sĩ, toxoplasma, trứng_ngoài, ăn_thông, đậu_xanh, hy_lạp, listeria, nước_ối, rau_màu, salmonella, yến_mạch, chuyển_đổi, ký_sinh_trùng'
healthy,'bàn_tán, bỏ_ngoài_tai, bời, cannon, christan, christan_điều, christian, châm_chọc, chơi_đùa, chướng_ngại, chế_giễu, chết_đứng, clip, cám_ơn, cảm_thông, dặm, dự_đoán, gói_ghém, hai_christian, hoàn_thành'
healthy,'ai_ngờ, bvtv, bvtv_tp, bán_lẻ, bình_bán, bắc_từ_liêm, bắt_gặp, bắt_mắt, bắt_đền, cam_hà_giang, cao_phong, chi_cục, chào_mời, chợ, chợ_cầu_diễn, cây_ăn_quả, cùi, cước_phí, cầu_vượt, cửa_hàng'
healthy,'bố_trí, chiến_dịch, chủ_trì, cấp_ủy, em_nguyễn_hữu_đức, gavi, hiện_trường, học_đường, hối_hận, jelil, lãnh_thổ, lũ_lụt, milk”, mặt_trận, nguyễn_mạnh_hùng, nguyễn_nhật_cảm, nguyễn_quang_phi_tín, nguyễn_thị_doan, phát_động, quận_cầu_giấy'
healthy,'., ghi_chép, hg, mmhg, mua_sắm, nhìn_chung, sổ_tay, cafein, mỡ_phần, nguy_hiểm, nicotin, siêu_thị, theo_dõi, bia_rượu, cắt_giảm, massage, màn_hình, ngồi_thiền, thìa_cà_phê, thực_thể'
healthy,'ascorbic, bha, biến_thể, butyl, bách_khoa, bách_khoa_hà_nội, clorin, cây_công_nghiệp, dioxit, ethanol, foc, formaldehyde, formaldehyt, gian_thương, glutaraldehyt, hoá_học, hydroxyanisol, hàng_hóa, k2-edta, lê_quang_hưng'
healthy,'48kg, bàib, bánh_tráng, bắp_chân, bắp_tay, chinh_phục, chân_tình, chăm_lo, chị_em, con_bé, cưới, da_dẻ, giới_thiệu, hành_trình, loay_hoay, lê_việt_hà, lột_xác, may_đo, mách_nước, mét'
healthy,'aerobic, arobic, bách_bộ, calory_như, cardio_cardio, chè_chén, cơm_gạo, cẩm_nang, dáng_vẻ, dầu_lạc, mayonaine, monounsaturated, mỗi, nền_tảng, polyunsaturated, quyến_rũ, soda_nước, soup, sức_lực, thông_quan'
healthy,'bao_bọc, biến_chất, bánh_chưng, bịch, bốc_hơi, chết_tươi, cá_cá, công_đoạn, giấy_báo, giấy_bạc, hơi_nước, kiệu, lọt, mức_nước, ngộp, nhấc, nhặt, nilon, nilông, nắp'
healthy,'bao_biện, cuốc, cắm_đầu, dánh, ectomorph, hy_vọng, hyrdo, lipolysis, mesomorph_endomorph, một_ít, nguyên_thủy, olive, omega6, paleolithic, phản_ánh, sinh_tồn, thừa_cơ, tinh_luyện, tinh_lọc, tiêu_tan'
healthy,'alcon_tobrex, bvmắt, bơt, cao_thắng, clorid, collydexa, dexa, do_viêm, neomycin, ngứa_mắt, nhãn_cầu, oflovid, thuốc_tobramicin, thông_bệnh, tobrex, tôn_thất_nguyên_khai, v-rohto, vkm, xốn, ghèn'
healthy,'androgen, b5, b8, b9, bepanthen, bãb, bít_tất, chốc, corbière, corticoid, cyproteron, cưỡng, da_sần, dùi_cui, fumafer, hair, hình_tròn, kêratin, lông_mi, lông_tơ'
healthy,'bánh_răng, bôi_trơn, bản_lề, chất_liệu, cơ_khí, củi, dao_cạo, dây_xích, dầu_tẩy, gỗ, hao_mòn, hỗn_hợp, lung, mồi, quết, sét, trang_điểm, trào_lưu, trổ_tài, tầy'
healthy,'amiđan, biến_động, helicobacter_pylori, hắt_xì_hơi, khí_hậu, thú_vật, bụi_bặm, cây_cỏ, giao_thoa, hà_đỗ, nghẹt, thủy_đậu, đề_phòng, công_sức, gối, nấm_mốc, sinh_sôi, tấy, đau_nhức, đấu_tranh'
healthy,'celery, gout, gút, hodgkin, hoàng_xuân_đại, inositol, lao_phổi, latin, magnesium, manitol, mannitol, mày_râu, mạch_nha, phong_thấp, phong_độ, polyacetylene, protid, urê, đường_kính, apigenin'
healthy,'bựa, che_chở, gắng_sức, hàm_răng, khoảng_trống, lỗ_hổng, mảnh, nha_chu, thu_nga, xỉa, định_vị, bàn_chải, giắt, giữ_chân, lợi_hại, nước_ăn, phá_huỷ, đẩy_lùi, chiến_đấu, chọc'
healthy,'c_blue_dyes, chlorophenol, chế_xuất, colgate_toatal, dầu_mỏ, dầu_thô, florua, gây_mê, hiện_diện, hydrated, hydrated_silica, hàng_tiêu_dùng, hắc_ín, kích_ứng, màng_nhầy, phanh_phui, phân_lập, samuel_epstein, sls, sodium_fluoride'
healthy,'ban_ngành, bình_chọn, chăng, chứng_nhận, danh_hiệu, doanh_thu, gps, luật_pháp, lê_văn_truyền, lương_tâm, mở_cửa, nga_nhi, nhìn_nhận, nàyt, nội_địa_hóa, pháp_luật, phê_duyệt, pic-gmp, quy_chế, quy_ước'
healthy,'an_ủi, bình_phục, bất_kỳ, bệnh_ebola, cha/mẹb, công_gô, cảm_nhiễm, cộng_hòa, dân_chủ, giết_mổ, họp_báo, hội_họp, nghi_lễ, nguồn_bộ, nhiệt_đới, pháp_trị, ppe], pteropodidae, tang_lễ, thân_nhân'
healthy,'bele, công_dân, du_khách, ebola_tại, ebola_tờ_chinhphu, glaxo, gueckedou, guéckédou, jean-marie, khách_sạn, khởi_đầu, kieny, lãnh_sự, lđtbxh, lữ_hành, mapp_biopharmaceutical, marie-paule, maroc, ngoại_giao, nguyễn_khắc_định'
healthy,'bdbv, bundibugyo, bệnh_streptococcus, creatinin, căn_nguyên, dát, ebolavirus, ebov, family, filoviridae, filovirus, forest, giầy, hoả_táng, hóa_sinh, hợp_thành, khai_báo, khử_trùng, leptospira, linh_dương'
healthy,'albica, alcaloit, ampicillin, antibiophilus, atropine, berberin, byosybtin, bệnh_cảnh, bệnh_rotavirus, candida, clorit, diphenoxynat, encephalin, encephalinase, erythromycin, gelopectose, giao_cảm, h7, hoàng_bá, hoàng_liên'
healthy,'abces, achatian, angiostrongylus, bâ, bươu, c-39, cantonensis, chê, chẩm, cuba, eosine, fulice, giun_sán, hawaii, hồng_kông, iii, khí_quản, ky, l1, l3'
healthy,'banh, bi_bô, biểu_lộ, bye-bye, bàn_cãi, bánh_xe, bóng_đèn, bập_bẹ, bỏ_dở, bối_cảnh, bồn_cầu, bồng_bế, chia_lìa, chuyển_tiếp, chúi_đầu, chừa, contact, câu_cú, cẳhng, cụm'
healthy,'aedes, aegypti, ban_ngày, bắc_tây_nguyên, che_kín, chiều_tà, chạn, chứa_đựng, d1, d4, khạp, lăng_quăng, lật, lốp, muỗi_aedes, mùng, nguồn_cục, nứa, quanh_năm, rác_thải'
healthy,'arsenic, asen, bỉ, chi_tiêu, chữa_chạy, di_động, het_laatste_nieuws, mg/lít, nik_van_larenbeke, quầy, sát_thủ, thong, thuốc_bắc, thạch_tín, thảm_họa, trước_đây, đầu_tư, động_thai, bể, giếng'
healthy,'chuyển_hoá, hương_liệu, lipit, nghén, nhánh, nước_cốt, pectic, suy_sụp, thìa_là, в, е, с, beta-carotene, con_nước, nhu_động, sucrose, bài_tiết, bí_ngô, bạc_hà, hãm'
healthy,'bình_luận, chuyên_ngành, chưa, diễn_đàn, dám, khuân, khí_công, lít/ngày, lịm, miễn_nhiễm, mặt_mũi, nguyễn_thị_kim_hưng, nguyễn_thị_ngọc_bích, năm_ngoái, pha_chế, phản_khoa_học, thấp_khớp, thủ_đô, thứ_bảy, truyền_bá'
healthy,'chướng_khí, hao_hụt, hàm_chứa, ngụm, rất, sai_lầm, sầu_riêng, sự_thật, tanin, thất_thoát, thụ_hưởng, tùy_tiện, xúc_tác, ớt_ngọt, chú_ý, cất_giữ, luôn, quà, súp_lơ, tráng_miệng'
healthy,'ba_ba, bách_hợp, bánh_bao, bản_thảo, bồ_câu, bồi_bổ, chim_cút, chè_hạt, chí_khí, chất_vô_cơ, cách_thủy, cổ_nhân, dĩ_vãng, dược_thư, e…, hoài_sơn, hoàng_tinh, hư_nhược, hươu, khinh'
healthy,'b3, bina, cam_một, chiến_sĩ, húng_quế, mayonnaise, nước_da, nộm, rau_diếp, thuộc_tính, trợ_giúp, xoài_xoài, củ_cải_đường, dưa_chuột, dứa_dứa, kết_cấu, mangan, rau_màu, táo_táo, xoài'
healthy,'aronthron, bắc_bộ, carinotetraodon, chelonodon, chích, cá_nóc, cối, cửa_sông, cửu_long, dạng_hình, gallimaculatus, immaculatus, khơi, lorteti, mây, mệt_lả, nha_trang, nhất_ngôn, nigroviridis, phần_đông'
healthy,'dung_nạp, hội_dinh, lê_thị_bạch_mai, mộtthực, mứctiêu, nga_ilya_metchnikoff, nguyễn_văn_hoan, nguồn_vinamilk, pháp_châu_âu, phó_giáo_sư_tiến_sỹ_đào_ngọc_diễn, phó_giáosư_tiếnsĩ, phạm_gia_khánh, quốc_gia_việt_nam, trưởng_phòng, tại_hội, uốngsữa, viện_dinh_dưỡng_quốc_gia, vớitrẻ, ăncòncung, đốivới'
healthy,'bà_mẹ, bạch_mai_infonet, chị_nuôi, con_nhỏ, corticord, cầu_cứu, dặn_dò, gđ, hôm_qua, morbillivirus_paramyxoviridae, mẹ_cino, ngoại_trú, nguyễn_tiến_dũng, nguyễn_văn_thường, nhưng_việt_nam, nickname, phân_vân, phạm_nhật_an, thuốc_nam, thuốc_thang'
healthy,'alzheimer_từ, bạch_truật, carbonhydrate, chàm, hến, khúc, miligram, mở_miệng, nước_lợ, riboflavin, tuyến_giáp_trạng, tì_vị, tự_nhiên, xương_tủy, đỗ_trọng, giàu, hemoglobin, ho_hen, mangan, ngao'
healthy,'bernstein, braxton, chụi, hicks, hành_kinh, mệt_mỏi, nicole_ruddock, peter_bernstein, phạm_liễu, sản_giật, sản_phụ, thụ_tinh, thứ_ba, xem_thường, định_trị, dứt_điểm, giảm_sút, gò, sẩy_thai, đạp'
healthy,'bạch_tuộc, caramen, chanh_ít, cô-la, dừa_tuy, epinefrin, gluten, lactase, lạc_một, mề_đay, sô-cô-la, sẩn, thăm_dò, thể_chế, trứng_hàng, cổ_họng, dứa_dứa, lúa_mì, ngao, quan_sát'
healthy,'18ngày, 40oc, 5oc, dịch_tễ_học, giao_thông, hai_bà_trưng, hemophilus_influenzae, hoàn_kiếm, huỳnh_trọng_dân, koplik, lào_cai, media_bạn, phân_bố, quấy, quần_thể, qủa, răng_hàm, siêu_vi_trùng, sơ_nhiễm, vắcxin'
healthy,'bánh_canh, cá_chép, cá_lóc, cẩm_nga, cổ_trướng, hủ_tiếu, kho_tàu, kho_tộ, mít, mải, protit, trong_tết, đóng_hộp, báo_động, dịp, giò, khoai_mì, acid_béo, bánh_kẹo, cừu'
healthy,'bàn_thờ, bánh_gio, bí_mật, cam_chịu, chùa, cá_mè, cầu_xin, dân_tộc, dân_việt, dòng_tộc, dơn, dương_thuấn, dạy_dỗ, dấu_ấn, gia_chủ, giật_lùi, gắp, hòa_thuận, hòa_thượng, khâu_vá'
healthy,'baron, beta-cryptoxanthin, dialyl, dầu_bạc_hà, james_duke, manchester, naproxen, oklahoma, phần_nào, quất, resveratrol, sulphur, tàu_xe, xuất_bản, điền_kinh, đậu_hũ, apigenin, bằng, cần_tây, steroid'
healthy,'ara…, chung_quy_lại, hoa_kì, hoàng_nga, lê_thị_hải, nguầy, ngọc_thanh, phó_viện_trưởng, quang_trung, tặc_lưỡi, đại_lý, ba_đình, câu_hỏi, cơ_quan_chức_năng, hoang_mang, hà_đông, lê_bạch_mai, lắc_đầu, pha_trộn, phóng_viên'
healthy,'chiêu, chân_tay, chèn_ép, chườm, cành, công_văn, cúi, cẩu, cỏ_xước, dâu_tằm, ghế_dựa, huyệt, hành_ta, kim_đồng, l4, l5, lá_lốt, lún, lương_y, mưa_dầm'
healthy,'dâm_bụt, giai_điệu, infonet_theo, phạm_minh, thiền_yoga, xe_đạp, áp_huyết, bơi_lội, nicotin, phytochemical, phác_đồ, sôcôla, tự_chủ, đạp, bất_lợi, không, muối_khoáng, muối_ăn, nam_nữ, nước_lọc'
healthy,'can-xi, media_hiện, nguyễn_thị_thu_hậu, vnmedia, đối_với, kén, nhi_đồng, phốt-pho, rèn_luyện, xen_kẽ, tổng_lượng, sữa_tươi, vi_lượng, cha_mẹ, thiếu_niên, cân_đối, súc, sẵn, liều_lượng, phì'
healthy,'amygdala, bám_víu, bán_cầu, bán_cầu_não, bí_ẩn, bản_đồ, callosum, corpus, cảm_tính, cầu_nối, cộng_hưởng, dailymail, hình_dạng, italy, kỷ_niệm, mã_hóa, mơ_mộng, mặc_định, nói_chung, nội_bộ'
healthy,'20gam/ngày, ban_tặng, bộ_máy, chín_tới, chổi, gạo_lức, hoa_lý, hoà_tan, kcal, kinh_giới, mồng_tơi, nước_miếng, ruột_già, số_lượng, thượng_đế, thải_loại, tống_khứ, viendinhduong, với_việt_nam, vữa'
healthy,'adhd, b_cả_vitamin, c_được, d_một, e_vitamin, healthy_panda, k1, kẽm_ba, magiê_magiê, phát_hành, phỉ, phụ_giúp, trấn_áp, tuyết, ôxi, cá_ngừ, k2, minh_thu, triglyceride, b12'
healthy,'bioflavonoids, cẳng_chân, health_panda, mao_mạch, miêu_tả, màu_da, prednisolone, prednisone, rò_rỉ, rộp, schamberg, thâm, va_đập, bấm, bầm, bệnh_bạch_cầu, khuynh_hướng, minh_thu, gián_đoạn, hành_tây'
healthy,'aaa, biến_tấu, bài_học, cacao, daiwa, farm, farm_love, gia_đình_nông_dân_siêu_phàm, idp, kerry, kun, liverpool, love, moo, partners, pro-grow, sữa_quốc, tối_ưu_hoá, vinacapital, vof'
healthy,'abu_dhabi, alu/alu, arab, bề_dày, chuâ, chắt_lọc, cp, công_ty_cổ_phần, dubai, glp, gsp, hà_nam, khoa_học_kỹ_thuật, kuwait, muô, nam_khoa, nam_viê, nghê, nguyên_lý, ngũ_tạng'
healthy,'aids, bản_năng, bộc_bạch, cứu_viện, giành_giật, h_phòng_cấp, hippocrates, hivsẽ, huy_động, hưng_yên, hương_sơn, hồi_sinh, hồi_sức, khoa_truyền, khải, kíp, lưu_quốc_khải, lồng_ngực, mỹ_đức, nguyễn_duy_ánh'
healthy,'alpha-lactalbumin, alpha-linolenic, axít, bb-12, bb12, bifidobacteria, bifidobacterium, chi_hội, chris_hansen, colostrum, còi, dielac_grow_plus, dielac_grow_plus_vinamilk, dsm, fao/who, fos, g/dl, hội_nhi, i-ốt, inulin'
healthy,'ban_ơn, cnn, các_trung, công_nghệ_thông_tin, cửa_khẩu, giao_ban, giải_đáp, góp_ý, hành_khách, hòm_thư, hội_nghị, khen_thưởng, kế_hoạch_hóa_gia_đình, kỷ_luật, kỹ_thuật_viên, liên_ngành, lơ_là, mers, mers-cov, mô_hình'
healthy,'bán_sơn_địa, bình_minh, bò_sát, chuồng, chuồng_trại, chăn_nuôi, chập_tối, culex, cư_ngụ, cống_rãnh, cồng, di_chứng, di_trú, dê, dời, gia_súc, hoàng_hôn, lúa_nước, minh_trí, muỗiđể'
healthy,'angelina_jolie, apc, brca1, brca2, gen_vinmec, lê_thị_thanh_hương, minh_tinh, sàng_lọc, then_chốt, trung_tâm_công, trẻ_hóa, ung_bướu, vinmec, chi_tiết, diễn_viên, dịch_vụ, tiên_lượng, đa_khoa, đột_biến, buồng_trứng'
healthy,'bầng, calci, calcium, canxipro, ngành_hàng, người_việt_nam, nước_lớn, thủy_phân, tuô, táo_bón, vinamilk_canxi, vinamilk_diecerna, vinamilk_sure_prevent, ứ_trệ, cườm, cặn_bã, củng_cố, hưởng_ứng, hồ_chí_minh, mai_anh'
healthy,'adm, cá_cơm, giảm_cholesterol, lê_thanh_hòa, lượng_vitamin, megie, sure_prevent_công, sure_prevent_vitamin, sữa_việt_nam, uống_sure_prevent, canxi_vitamin, con_cháu, cá_bống, hài_hòa, magie, mạn_tính, plant_sterol, sure_prevent, tiến_trình, trở_ngại'
healthy,'alternative, arizona, boston, brigham, bùng_nổ, complementary_medicine, cẩn_thận, d_vitamin, denise_millstine, estrogen_đậu, everydayhealth, ghi_nhận, joann, john_wort, kava, kava_kava, manson, mayo_clinic, mililit, milligram'
healthy,'adn, an_ninh, buôn_lậu, charles, chấn_động, chứng_kiến, công_chúng, cận_cảnh, cứu_hộ, dự_án_giải_cứu_tê_giác, ectoparasiticides, giá_trị_sử_dụng, giải_cứu, giải_cứu_tê_giác, giết_hại, huỳnh_quang, hệ_lụy, hữu_dụng, kéo_theo, kẻ_thù'
healthy,'bún, bột_ngọt, canh/súp, chiên/rán, dấm, ec/scf, giả_thiết, glutamate, hàng_rào, hồi_hộp, jecfa, liên_hợp, mô_tả, mẻ, nguyễn_thị_lâm, nhà_hàng, nóng_mặt, nước_tương, nấu_nướng, nếm'
healthy,'10ml, bàng_cẩm, bán_hạ, bí_rợ, chi_tử, cáu_gắt, cúc_hoa, gai, hoàng_cầm, hoàng_đản, hà_thủ_ô, hóa_thạch, hương_phụ, kim_ngân, kim_sa, kim_tiền, kiên_trì, liệu_trình, lục, múc'
healthy,'bài_toán, chi_phí, chủ_chương, cung_ứng, cổng_thông, dự_trù, kohei_toda, loại_hình, nguyễn_văn_cường, nguyễn_đắc_phu, ngân_sách, như_thể, thực_trạng, tọa_đàm, xếp_hàng, đỗ_tuấn_đạt, chủ_nhiệm, dư_luận, dịch_vụ, lỗi'
healthy,'bàn_ghế, bỏ_bê, cau_có, chiến_thắng, chình, chăm_chút, chọn_lựa, cãi_vã, công_viên, dạng_thức, dự_định, góc_độ, huỳnh_văn_sơn, hình_thể, khai_thác, khoe, kiên_định, lệ_thuộc, lụa, minh_ngần'
healthy,'abcnews, brussels, bánh_sandwich, catechin, curcumin, cynthia_sass, cặp, egcg, extra, free_radical_biology_medicine, heme, hạt_tiêu, inches, kinh_ngạc, lê_vân, nhược_điểm, nutrition, phân_tán, piperine, quercetin'
healthy,'bàn_luận, chuyển_dạ, cá_rô_phi, giăm_bông, listeriosis, pate, sành, thụ_thai, viatamin, beta-carotene, caffeine, listeria, salmonella, sushi, sẩy_thai, thuốc_bổ, tinh_trùng, tiệt_trùng, tố_nữ, đu_đủ'
healthy,'asbestos, cvd, cải_tiến, hình_dung, lập_luận, ngưng_trệ, đột_qụy, bệnh_sử, lười, nhân_tố, phái_đẹp, siêu_âm, tiết_niệu, tuýp, đại_dịch, buồng_trứng, bắt_nguồn, dòng, thanh_quản, thập_kỷ'
healthy,'behavior, brad, bushman, bóp_méo, california_san_francisco, calyton, cbt, cdc, cedars-sinai, chuột_đồng, chấp_nhận, cưng, cầu_toàn, dbt, debbie_mandel, emory_atlanta, fitness, giảng_dạy, hormones, hoóc'
healthy,'bend, bow, bridge, cobra, cobra_stretch, cơ_học, dịch_chuyển, forward, gym, hóp, hổ_mang, jump, khuỵu, môtj, mặt_phẳng, mặt_đất, ngoại_trừ, nước_rút, nằm_xuống, spot'
healthy,'andrew_varga, carl_bazil, erik_st, giao_tế, john_winkelman, khoa_động, khắp_nơi, langone, massachusetts, nhiễu_loạn, nhịp_điệu, phổi_chăm, rau_câu, trở_mình, tĩnh_tâm, winkelman, xóa, y_columbia, đảo_lộn, ban_đêm'
healthy,'bọt_biển, chế_ngự, công_chức, cười_cười, cửa_nhà, duỗib, feet, giày_dép, giây_lát, hang_ổ, khuỷu, kiwi, kép, máu_thịt, máy_rửa_bát, mâm_xôi, mưa_nắng, mỉm, nóng_giận, sao_nhãng'
healthy,'biến_cố, bệnh_tình, chi_phối, chuyển_hướng, lí_giải, mẹ_tròn_con_vuông, nhiễm_sắc_thể, vượt_cạn, định_nghĩa, bắt_buộc, con_nghiện, khứu_giác, tiền_mãn_kinh, tân, tố_nữ, bia_rượu, bộ_nhớ, già_trẻ, kích_thích_tố, nhồi'
healthy,'cư_xử, cảm_tình, kể_lể, lôi_cuốn, ngại_ngùng, nước_hoa, quen_biết, thiện_chí, thiện_cảm, trọng_tâm, tôn_trọng, tạo_hình, tắc_kè, tỉa, vương_miện, xấu_hổ, xức, để_ý, ẩn_ý, chi_tiết'
healthy,'cớ, gầy, h1n1, màng_nhĩ, máu_cam, ngoáy, ngửa, nsaid, ráy, thính_lực, tranh_luận, viện_tai_mũi_họng_mỹ, vv, bịt, chèn, chủ_đề, dứt_điểm, quy_tắc, steroid, tăm'
healthy,'báo_chính, chyển, chúc_mừng, cẩm_thủy, cẩm_yên, cẩm_yên_bệnh, giao_tuyến, giám_định, giường_bệnh, học_hành, hộ_sinh, kỳ_vọng, lồng_ghép, nghiệp_vụ, nguyễn_văn_nguyên, nguồn_lực, nhân_khẩu, nhân_lực, nội_soi, nội_trú'
healthy,'bạch_huyết, bụng_dưới, iarc, khó_khăn, sách_báo, u_nang, xâm_lấn, báo_hiệu, bầm, bệnh_bạch_cầu, chậu, sút_cân, xương_chậu, đánh_bại, buồng_trứng, bỏ_qua, cảnh_giác, hồng_cầu, một_cách, trực_tràng'
healthy,'biểu_diễn, breus, co_giãn, cơ_thắt, diet_plan, evanston, hypnic, hậu_môn, hủy_bỏ, jerk, khoái_cảm, lisa_shives, lò_sưởi, lưu_lượng, melanie_palm, michael_breus, mike_birbiglia, northshore, retinoids, retinols'
healthy,'chuối_chuối, chàng, cá_bơn, cá_mòi, cá_trích, flavanol, gừng_các, leslie_bonci, leucine, lutein, lực_lượng, mô_phỏng, oliu, steelers_pittsburgh, tiện_ích, webmd, xoa_dịu, đầu_đàn, axit_amin, bít'
healthy,'baking, bào_mòn, cam_thảo, cơ_vòng, cải_bắp, hci, hydrochloric, hàng_họ, kẽm_carnosine, kẽm_carnosine_đây, măng_tây, probiotics, bao_tử, caffeine, chân_vịt, dưa_hấu, dược_tính, helicobacter, khuấy, lactose'
healthy,'citric, cocktail, general_dentistry, methamphetamine, minnesota, nổi_loạn, texas, thần_kinh_ngoại_biên, trí_óc, tín_đồ, tăng_sản, aspartame, cola, con_nghiện, hi_vọng, hòa_đồng, khía_cạnh, mỡ_phần, pha_trộn, saccharin'
healthy,'bọng, cho_dù, cảm_hứng, dạo, email, giận_dữ, hận_thù, kiềm_chế, nhận_thức, norepinephrine, nuôi_dạy, oán_giận, quầng, serotonin, sốt_ruột, tha_thứ, trương_lực, uva_uvb_spf, xệ, bức'
healthy,'alzheimer_những, cytokine, cươngb, cạn_kiệt, huffington_post, khổ, qúa, rối_loạn_chức_năng, tại_singapore, u_xơ, bmi, chiếc, dự_trữ, giả_định, mất_trí, ngoại_hình, tiền_mãn_kinh, chuyển_đổi, dự_báo, giới_tính'
